file,line,text
Resources\Styles\DataGridStyles.xaml,160,<!--  分页按钮样式  -->
Resources\Styles\TextBoxStyles.xaml,6,<!--  标准文本框样式  -->
Resources\Styles\TextBoxStyles.xaml,17,<!--  带清除按钮的文本框样式  -->
Resources\Styles\TextBoxStyles.xaml,28,<!--  搜索框样式  -->
Resources\Styles\TextBoxStyles.xaml,36,"<Setter Property=""materialDesign:HintAssist.Hint"" Value=""搜索..."" />"
Resources\Styles\TextBoxStyles.xaml,40,<!--  密码框样式  -->
Resources\Styles\TextBoxStyles.xaml,50,<!--  多行文本框样式  -->
Resources\Styles\TextBoxStyles.xaml,63,<!--  数字输入框样式  -->
Resources\Styles\TextBoxStyles.xaml,74,<!--  填充式文本框样式  -->
Resources\Styles\TextBoxStyles.xaml,84,<!--  紧凑型文本框样式  -->
Resources\Styles\TextBoxStyles.xaml,95,<!--  日期选择器样式  -->
Resources\Styles\TextBoxStyles.xaml,105,<!--  下拉框样式  -->
Resources\Templates\ReportTemplate.xaml,5,<!--  报告模板样式  -->
Resources\Templates\ReportTemplate.xaml,7,<!--  报告标题样式  -->
Resources\Templates\ReportTemplate.xaml,15,<!--  报告副标题样式  -->
Resources\Templates\ReportTemplate.xaml,23,<!--  区域标题样式  -->
Resources\Templates\ReportTemplate.xaml,31,<!--  标签样式  -->
Resources\Templates\ReportTemplate.xaml,38,<!--  值样式  -->
Resources\Templates\ReportTemplate.xaml,45,<!--  参数值样式  -->
Resources\Templates\ReportTemplate.xaml,53,<!--  参数单位样式  -->
Resources\Templates\ReportTemplate.xaml,60,<!--  医生意见样式  -->
Resources\Templates\ReportTemplate.xaml,67,<!--  页脚样式  -->
Resources\Templates\ReportTemplate.xaml,74,<!--  分隔线样式  -->
Resources\Templates\ReportTemplate.xaml,81,<!--  报告卡片样式  -->
Resources\Templates\ReportTemplate.xaml,91,<!--  参数网格项样式  -->
