category,file,line,text
must,Views\Settings\UnitSettingsView.xaml,190,"<TextBlock Style=""{StaticResource SectionTitleTextStyle}"" Text=""单位信息"" />"
must,Views\Settings\UnitSettingsView.xaml,203,"Text=""单位名称"" />"
must,Views\Settings\UnitSettingsView.xaml,261,"Text=""支持 PNG、JPG 格式的图片，最大 300K 左右"" />"
must,Views\Settings\UnitSettingsView.xaml,265,"Content=""清除当前 LOGO"""
must,Views\Settings\UnitSettingsView.xaml,276,"Content=""确认"""
must,Views\Settings\UserManagementView.xaml,217,"Text=""添加"" />"
must,Views\Settings\UserManagementView.xaml,243,"Text=""刷新"" />"
must,Views\Settings\UserManagementView.xaml,277,"Text=""编号"" />"
must,Views\Settings\UserManagementView.xaml,281,"Text=""账号"" />"
must,Views\Settings\UserManagementView.xaml,285,"Text=""姓名"" />"
must,Views\Settings\UserManagementView.xaml,289,"Text=""角色"" />"
must,Views\Settings\UserManagementView.xaml,293,"Text=""科室"" />"
must,Views\Settings\UserManagementView.xaml,297,"Text=""状态"" />"
must,Views\Settings\UserManagementView.xaml,301,"Text=""最后登录日期"" />"
must,Views\Settings\UserManagementView.xaml,305,"Text=""重置密码"" />"
must,Views\Settings\UserManagementView.xaml,309,"Text=""编辑"" />"
must,Views\Settings\UserManagementView.xaml,313,"Text=""删除"" />"
must,Views\Settings\UserManagementView.xaml,462,"Text=""重置密码"" />"
ignore-comment,Resources\Styles\ButtonStyles.xaml,6,<!--  主按钮样式  -->
ignore-comment,Resources\Styles\ButtonStyles.xaml,17,<!--  次要按钮样式  -->
ignore-comment,Resources\Styles\ButtonStyles.xaml,28,<!--  文字按钮样式  -->
ignore-comment,Resources\Styles\ButtonStyles.xaml,38,<!--  图标按钮样式  -->
ignore-comment,Resources\Styles\ButtonStyles.xaml,48,<!--  危险操作按钮样式（红色）  -->
ignore-comment,Resources\Styles\ButtonStyles.xaml,61,<!--  危险操作轮廓按钮样式  -->
ignore-comment,Resources\Styles\ButtonStyles.xaml,74,<!--  工具栏按钮样式  -->
ignore-comment,Resources\Styles\ButtonStyles.xaml,84,<!--  小型按钮样式  -->
ignore-comment,Resources\Styles\ButtonStyles.xaml,96,<!--  标题栏按钮样式  -->
ignore-comment,Resources\Styles\ButtonStyles.xaml,113,<!--  标题栏关闭按钮样式  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,6,<!--  斑马纹行样式  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,13,<!--  斑马纹：奇数行  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,17,<!--  选中状态  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,22,<!--  鼠标悬停  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,33,<!--  标准DataGrid样式  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,55,<!--  列标题样式  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,68,<!--  全局CenteredTextColumnStyle样式  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,73,<!--  单元格样式  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,79,<!--  确保内容垂直居中  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,94,<!--  全局DataGridCell样式 - 去除焦点边框  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,110,<!--  全局DataGridRow样式 - 去除焦点边框  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,115,<!--  操作列按钮样式  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,126,<!--  编辑按钮样式  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,135,<!--  删除按钮样式  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,144,<!--  紧凑型DataGrid样式  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,153,<!--  分页控件文本样式  -->
ignore-comment,Resources\Styles\DataGridStyles.xaml,160,<!--  分页按钮样式  -->
ignore-comment,Resources\Styles\TextBoxStyles.xaml,6,<!--  标准文本框样式  -->
ignore-comment,Resources\Styles\TextBoxStyles.xaml,17,<!--  带清除按钮的文本框样式  -->
ignore-comment,Resources\Styles\TextBoxStyles.xaml,28,<!--  搜索框样式  -->
maybe,Resources\Styles\TextBoxStyles.xaml,36,"<Setter Property=""materialDesign:HintAssist.Hint"" Value=""搜索..."" />"
ignore-comment,Resources\Styles\TextBoxStyles.xaml,40,<!--  密码框样式  -->
ignore-comment,Resources\Styles\TextBoxStyles.xaml,50,<!--  多行文本框样式  -->
ignore-comment,Resources\Styles\TextBoxStyles.xaml,63,<!--  数字输入框样式  -->
ignore-comment,Resources\Styles\TextBoxStyles.xaml,74,<!--  填充式文本框样式  -->
ignore-comment,Resources\Styles\TextBoxStyles.xaml,84,<!--  紧凑型文本框样式  -->
ignore-comment,Resources\Styles\TextBoxStyles.xaml,95,<!--  日期选择器样式  -->
ignore-comment,Resources\Styles\TextBoxStyles.xaml,105,<!--  下拉框样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,5,<!--  报告模板样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,7,<!--  报告标题样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,15,<!--  报告副标题样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,23,<!--  区域标题样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,31,<!--  标签样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,38,<!--  值样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,45,<!--  参数值样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,53,<!--  参数单位样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,60,<!--  医生意见样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,67,<!--  页脚样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,74,<!--  分隔线样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,81,<!--  报告卡片样式  -->
ignore-comment,Resources\Templates\ReportTemplate.xaml,91,<!--  参数网格项样式  -->
